rule, support, confidence, lift
['eggs' -> 'energy bar'], 0.005199306759098787, 0.028931750741839762, 1.0690495680519214
['pancakes' -> 'eggs'], 0.021730435941874418, 0.22861150070126227, 1.27211785367965
['energy bar' -> 'energy drink'], 0.0011998400213304892, 0.04433497536945813, 1.662783251231527
['olive oil' -> 'energy bar'], 0.0023996800426609784, 0.03643724696356275, 1.3463831993777546
['energy drink' -> 'escalope'], 0.0009332089054792694, 0.035, 0.4412352941176471
['oil' -> 'energy drink'], 0.0009332089054792694, 0.04046242774566474, 1.517543352601156
['escalope' -> 'extra dark chocolate'], 0.0005332622317024396, 0.0067226890756302525, 0.5602987861811392
['nonfat milk' -> 'escalope'], 0.0005332622317024396, 0.05128205128205128, 0.646498599439776
['flax seed' -> 'french fries'], 0.001999733368884149, 0.22058823529411764, 1.2906648618885932
['french fries' -> 'french wine'], 0.0037328356219170776, 0.0218408736349454, 0.9693987759510381
['mint' -> 'french fries'], 0.0025329956005865884, 0.1450381679389313, 0.8486203570280216
['french wine' -> 'fresh bread'], 0.0027996267164378083, 0.1242603550295858, 2.8856870683496068
['mineral water' -> 'french wine'], 0.008265564591387815, 0.03467561521252797, 1.539063844432972
['fresh bread' -> 'fresh tuna'], 0.001999733368884149, 0.04643962848297214, 2.0858901392261915
['milk' -> 'fresh bread'], 0.009198773496867084, 0.07098765432098765, 1.6485399227917286
['fresh tuna' -> 'fromage blanc'], 0.0023996800426609784, 0.10778443113772455, 7.926382529059528
['melons' -> 'fresh tuna'], 0.0002666311158512198, 0.022222222222222223, 0.9981370592149036
['fromage blanc' -> 'frozen smoothie'], 0.001999733368884149, 0.14705882352941177, 2.322291021671827
['meatballs' -> 'fromage blanc'], 0.0005332622317024396, 0.025477707006369428, 1.8736105907331086
['frozen smoothie' -> 'frozen vegetables'], 0.009998666844420743, 0.15789473684210525, 1.6564593301435406
['magazines' -> 'frozen smoothie'], 0.0007998933475536596, 0.07317073170731707, 1.1554813863928113
['frozen vegetables' -> 'grated cheese'], 0.006799093454206106, 0.07132867132867132, 1.361415683553088
['low fat yogurt' -> 'frozen vegetables'], 0.010131982402346354, 0.13240418118466898, 1.3890402280646184
['grated cheese' -> 'green beans'], 0.0007998933475536596, 0.015267175572519083, 1.7618320610687024
['light mayo' -> 'grated cheese'], 0.0014664711371817091, 0.05392156862745098, 1.029174774235394
['green grapes' -> 'green tea'], 0.0018664178109585388, 0.20588235294117646, 1.5583486674185314
['hot dogs' -> 'green grapes'], 0.0003999466737768298, 0.012345679012345678, 1.361837327523602
['green tea' -> 'ground beef'], 0.014798026929742702, 0.11200807265388496, 1.1399898954908971
['honey' -> 'green tea'], 0.009332089054792695, 0.19662921348314608, 1.4883105250626425
['ground beef' -> 'gums'], 0.0014664711371817091, 0.014925373134328358, 1.1084675631742278
['herb & pepper' -> 'ground beef'], 0.015997866951073192, 0.32345013477088946, 3.291993841134928
['gums' -> 'ham'], 0.0003999466737768298, 0.0297029702970297, 1.1196079406935668
['ham' -> 'gums'], 0.0003999466737768298, 0.01507537688442211, 1.1196079406935668
['ham' -> 'herb & pepper'], 0.001999733368884149, 0.07537688442211055, 1.5239946362540462
['gums' -> 'ham'], 0.0003999466737768298, 0.0297029702970297, 1.1196079406935668
['herb & pepper' -> 'honey'], 0.003199573390214638, 0.0646900269541779, 1.3630334050092372
['ground beef' -> 'herb & pepper'], 0.015997866951073192, 0.1628222523744912, 3.291993841134928
['honey' -> 'hot dogs'], 0.0017331022530329288, 0.03651685393258427, 1.1272136681000602
['green tea' -> 'honey'], 0.009332089054792695, 0.07063572149344097, 1.4883105250626423
['hot dogs' -> 'light cream'], 0.0007998933475536596, 0.024691358024691357, 1.5829903978052124
['green grapes' -> 'hot dogs'], 0.0003999466737768298, 0.04411764705882353, 1.3618373275236022
['light cream' -> 'light mayo'], 0.0002666311158512198, 0.017094017094017096, 0.6285403050108933
['light mayo' -> 'low fat yogurt'], 0.0018664178109585388, 0.06862745098039216, 0.8968197034911527
['grated cheese' -> 'light mayo'], 0.0014664711371817091, 0.027989821882951654, 1.0291747742353938
['low fat yogurt' -> 'magazines'], 0.0006665777896280496, 0.008710801393728223, 0.7968258689555537
['frozen vegetables' -> 'low fat yogurt'], 0.010131982402346354, 0.1062937062937063, 1.3890402280646184
['frozen smoothie' -> 'magazines'], 0.0007998933475536596, 0.01263157894736842, 1.1554813863928113
['fromage blanc' -> 'meatballs'], 0.0005332622317024396, 0.0392156862745098, 1.8736105907331086
['melons' -> 'milk'], 0.0022663644847353685, 0.18888888888888888, 1.4576703246456333
['fresh tuna' -> 'melons'], 0.0002666311158512198, 0.011976047904191617, 0.9981370592149036
['milk' -> 'mineral water'], 0.04799360085321957, 0.37037037037037035, 1.5537741320739082
['fresh bread' -> 'milk'], 0.009198773496867084, 0.21362229102167182, 1.6485399227917288
['mineral water' -> 'mint'], 0.005865884548726837, 0.024608501118568233, 1.4090715029800025
['french wine' -> 'mineral water'], 0.008265564591387815, 0.3668639053254438, 1.5390638444329718
['mint' -> 'muffins'], 0.0002666311158512198, 0.015267175572519083, 0.6327021213782632
['french fries' -> 'mint'], 0.0025329956005865884, 0.014820592823712949, 0.8486203570280216
['muffins' -> 'mushroom cream sauce'], 0.0006665777896280496, 0.027624309392265192, 1.4490205926670015
['mushroom cream sauce' -> 'nonfat milk'], 0.0002666311158512198, 0.013986013986013986, 1.3449883449883449
['escalope' -> 'nonfat milk'], 0.0005332622317024396, 0.0067226890756302525, 0.646498599439776
['oil' -> 'olive oil'], 0.0027996267164378083, 0.12138728323699421, 1.8431700638880437
['energy drink' -> 'oil'], 0.0009332089054792694, 0.035, 1.5175433526011564
['olive oil' -> 'pancakes'], 0.010798560191974404, 0.16396761133603238, 1.7249944637189045
['energy bar' -> 'olive oil'], 0.0023996800426609784, 0.08866995073891626, 1.3463831993777549
['pancakes' -> 'parmesan cheese'], 0.0026663111585121984, 0.028050490883590462, 1.4121257189114902
['eggs' -> 'pancakes'], 0.021730435941874418, 0.12091988130563798, 1.27211785367965
['parmesan cheese' -> 'pasta'], 0.0002666311158512198, 0.013422818791946308, 0.8532590149016038
['pasta' -> 'pepper'], 0.0006665777896280496, 0.0423728813559322, 1.5971808193509922
['cottage cheese' -> 'pasta'], 0.0002666311158512198, 0.008368200836820083, 0.5319480887880291
['pepper' -> 'protein bar'], 0.0006665777896280496, 0.02512562814070352, 1.3558801200245834
['cooking oil' -> 'pepper'], 0.0013331555792560992, 0.02610966057441253, 0.9841636380335095
['protein bar' -> 'red wine'], 0.0009332089054792694, 0.050359712230215826, 1.7902758362030755
['cookies' -> 'protein bar'], 0.0006665777896280496, 0.008291873963515755, 0.4474629251822423
['red wine' -> 'rice'], 0.0025329956005865884, 0.09004739336492891, 4.790393600215118
['clothes accessories' -> 'red wine'], 0.0003999466737768298, 0.047619047619047616, 1.6928458587226358
['rice' -> 'salmon'], 0.0018664178109585388, 0.09929078014184398, 2.334733986971698
['cider' -> 'rice'], 0.0003999466737768298, 0.0379746835443038, 2.0201992997576084
['salmon' -> 'salt'], 0.0005332622317024396, 0.012539184952978056, 1.363136613511426
['chocolate' -> 'salmon'], 0.010665244634048793, 0.06509357200976404, 1.5306171901104704
['salt' -> 'shrimp'], 0.0011998400213304892, 0.13043478260869565, 1.8253569110966903
['chicken' -> 'salt'], 0.0007998933475536596, 0.013333333333333334, 1.4494685990338165
['shrimp' -> 'soup'], 0.005599253432875617, 0.07835820895522388, 1.5508309376599851
['champagne' -> 'shrimp'], 0.0025329956005865884, 0.05413105413105413, 0.7575317855168601
['soup' -> 'spaghetti'], 0.014264764698040262, 0.28232189973614774, 1.621513453231887
['cereals' -> 'soup'], 0.0023996800426609784, 0.09326424870466321, 1.8458446689542976
['spaghetti' -> 'strawberries'], 0.0041327822956939075, 0.023736600306278714, 1.112801493108729
['carrots' -> 'spaghetti'], 0.004666044527396347, 0.30434782608695654, 1.7480191757107666
['strawberries' -> 'tomato juice'], 0.0009332089054792694, 0.04375, 1.4393366228070175
['candy bars' -> 'strawberries'], 0.0005332622317024396, 0.0547945205479452, 2.568835616438356
['tomato juice' -> 'tomato sauce'], 0.0007998933475536596, 0.02631578947368421, 1.862214498510427
['cake' -> 'tomato juice'], 0.0038661511798426876, 0.047697368421052634, 1.5692015812557711
['tomato sauce' -> 'tomatoes'], 0.001599786695107319, 0.11320754716981132, 1.6553017764537128
['butter' -> 'tomato sauce'], 0.0003999466737768298, 0.01327433628318584, 0.939347136416764
['tomatoes' -> 'toothpaste'], 0.0009332089054792694, 0.01364522417153996, 1.6779151887003483
['burgers' -> 'tomatoes'], 0.008265564591387815, 0.09480122324159021, 1.3861675936358053
['toothpaste' -> 'turkey'], 0.0003999466737768298, 0.04918032786885246, 0.7865706595826488
['turkey' -> 'vegetables mix'], 0.0021330489268097585, 0.03411513859275053, 1.3258945833379365
['brownies' -> 'turkey'], 0.0022663644847353685, 0.06719367588932806, 1.074669003935714
['body spray' -> 'vegetables mix'], 0.0003999466737768298, 0.03488372093023256, 1.3557657549102302
['blueberries' -> 'white wine'], 0.0002666311158512198, 0.028985507246376812, 1.7533894343151004
['whole wheat pasta' -> 'whole wheat rice'], 0.001999733368884149, 0.06787330316742081, 1.1597212917057482
['barbecue sauce' -> 'whole wheat pasta'], 0.0006665777896280496, 0.06172839506172839, 2.0951343500363104
['whole wheat rice' -> 'yams'], 0.0011998400213304892, 0.02050113895216401, 1.7881284102346773
['bacon' -> 'whole wheat rice'], 0.0013331555792560992, 0.15384615384615385, 2.62870159453303
['avocado' -> 'yams'], 0.0011998400213304892, 0.036, 3.1399534883720928
['yogurt cake' -> 'zucchini'], 0.0002666311158512198, 0.00975609756097561, 1.0307110958433527

